SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Number
20MICRONS,EQ,27.1,27.5,26.05,27.35,27.5,27.1,26050,703092.95,29-Oct-20,342,INE144J01027,1
21STCENMGM,EQ,9.65,9.8,9.65,9.8,9.8,9.8,257,2496.9,29-Oct-20,9,INE253B01015,2
3IINFOTECH,EQ,3.05,3.05,2.95,2.95,2.95,3,1689748,5062276.5,29-Oct-20,1812,INE748C01020,3
3MINDIA,EQ,18487.8,18860,18390,18717.75,18700,18487.8,2682,49720944,29-Oct-20,2049,INE470A01017,4
5PAISA,BE,328,334.75,320.05,323.2,326,332.9,9859,3213691.95,29-Oct-20,215,INE618L01018,5
63MOONS,EQ,72,76,66.4,70.75,71.25,72.65,26464,1880326.7,29-Oct-20,698,INE111B01023,6
716GS2050,GS,111.35,111.35,111.3,111.3,111.3,111.4,186,20708.6,29-Oct-20,2,IN0020200054,7
719GS2060,GS,111,116.55,111,116.55,116.55,111,51,5666.55,29-Oct-20,2,IN0020200039,8
726GS2029,GS,105,105,105,105,105,105,100,10500,29-Oct-20,1,IN0020180454,9
769GS2043,GS,115,115,115,115,115,119.9,116,13340,29-Oct-20,1,IN0020190040,10
817GS2044,GS,113,113,113,113,113,108,4,452,29-Oct-20,1,IN0020140078,11
832GS2032,GS,113.5,113.5,113.5,113.5,113.5,108.15,1,113.5,29-Oct-20,1,IN0020070044,12
8KMILES,BE,83.1,88.75,83.1,83.3,83.1,87.45,90550,7599655,29-Oct-20,947,INE650K01021,13
A2ZINFRA,EQ,3.8,3.85,3.7,3.8,3.8,3.85,128144,485597.3,29-Oct-20,108,INE619I01012,14
AAATECH,SM,42.6,42.75,42.4,42.75,42.75,42.75,18000,767850,29-Oct-20,4,INE0D0U01013,15
AAKASH,EQ,52,52.45,51,51.45,51,51.65,49884,2559711.15,29-Oct-20,225,INE087Z01016,16
AARON,SM,27.25,27.25,27.25,27.25,27.25,27.25,6300,171675,29-Oct-20,1,INE721Z01010,17
AARTIDRUGS,EQ,630,675.5,615.65,675.5,675.5,643.35,3114810,2026075920,29-Oct-20,111252,INE767A01016,18
AARTIIND,EQ,1000,1020.05,990.05,1012.95,1014,1009.6,105368,106370304.8,29-Oct-20,8297,INE769A01020,19
AARTISURF,BE,525.05,556.8,525,556.8,556.8,530.3,8940,4925912.35,29-Oct-20,244,INE09EO01013,20
AARVEEDEN,EQ,10.8,10.8,10.05,10.35,10.35,10.8,13401,141310.55,29-Oct-20,72,INE273D01019,21
AARVI,EQ,37.95,37.95,35.85,37,37,35.85,588,21828.65,29-Oct-20,14,INE754X01016,22
AAVAS,EQ,1455,1479.75,1436.15,1465.85,1465,1465.75,13499,19607398.3,29-Oct-20,1982,INE216P01012,23
ABAN,EQ,22.45,23.3,22.2,22.55,22.75,22.55,44519,1000238.2,29-Oct-20,408,INE421A01028,24
ABB,EQ,900,900,882,886.8,886.1,907.05,156263,139119598.2,29-Oct-20,5205,INE117A01022,25
ABBOTINDIA,EQ,15320,15320,15125,15159.9,15200,15327.05,10799,164183019.6,29-Oct-20,4765,INE358A01014,26
ABCAPITAL,EQ,66,66.4,64.5,65.15,65.25,66.9,1343959,87753188.45,29-Oct-20,9194,INE674K01013,27
ABFRL,EQ,155,157.95,153.55,154.95,154.6,157.6,1870095,290458004.7,29-Oct-20,18788,INE647O01011,28
ABFRLPP,E1,98,99.95,95.1,96.4,95.85,100,43062,4191925.4,29-Oct-20,764,IN9647O01019,29
ABINFRA,SM,7.7,7.7,7.7,7.7,7.7,8.1,12000,92400,29-Oct-20,3,INE00YB01017,30
ABMINTLTD,BE,24.4,24.4,24.4,24.4,24.4,25.65,71,1732.4,29-Oct-20,8,INE251C01017,31
ABSLBANETF,EQ,242.27,242.27,237.32,238.09,238.09,242.11,690,165284.05,29-Oct-20,19,INF209KB1O58,32
ABSLNN50ET,EQ,278,289.6,269.1,272.49,272.03,273,212,58905.59,29-Oct-20,31,INF209KB1B87,33
ACC,EQ,1619,1658.1,1611,1651.9,1650.3,1638.9,1386462,2280099083,29-Oct-20,47694,INE012A01025,34
ACCELYA,EQ,915,919,852.7,870.25,858.95,924.85,32189,28324300.75,29-Oct-20,2327,INE793A01012,35
ACCURACY,SM,32.4,32.4,32.4,32.4,32.4,30.9,3200,103680,29-Oct-20,2,INE648Z01015,36
ACE,EQ,70.85,71.1,68.55,69.05,69.95,71.45,89844,6273270.15,29-Oct-20,1088,INE731H01025,37
ADANIENT,EQ,315.4,332.35,313.2,328.9,332,318.85,6897070,2234310516,29-Oct-20,65133,INE423A01024,38
ADANIGAS,EQ,199.3,206.35,190.1,204.35,204,201.05,2287190,465995086,29-Oct-20,25611,INE399L01023,39
ADANIGREEN,EQ,755,815.65,755,815.65,815.65,776.85,962443,769956709.3,29-Oct-20,14771,INE364U01010,40
ADANIPORTS,EQ,350.55,350.55,341.15,342.7,342.5,353.65,3346474,1155834354,29-Oct-20,41704,INE742F01042,41
ADANIPOWER,EQ,35.35,35.9,35.35,35.65,35.45,35.3,1247030,44457201,29-Oct-20,4253,INE814H01011,42
ADANITRANS,EQ,286,290,280.25,288.7,288.5,286.05,121739,34991542.6,29-Oct-20,2212,INE931S01010,43
ADFFOODS,EQ,403,414.9,396.2,409.85,410,407.9,22982,9355646.15,29-Oct-20,1403,INE982B01019,44
ADHUNIKIND,EQ,18.45,18.7,18.2,18.45,18.45,18.8,3676,67312.95,29-Oct-20,43,INE452L01012,45
ADL,BE,17.6,18.45,17.6,18.05,18,18.1,1212,21905.3,29-Oct-20,10,INE0CHO01012,46
ADORWELD,EQ,239.6,242,239,240.95,241,239.55,4200,1010614.5,29-Oct-20,224,INE045A01017,47
ADROITINFO,BE,6.7,6.9,6.4,6.5,6.9,6.7,3336,21413.65,29-Oct-20,21,INE737B01033,48
ADSL,EQ,21.6,21.8,20.95,21.15,21.2,21.4,194351,4130066.9,29-Oct-20,1653,INE102I01027,49
ADVANIHOTR,EQ,41.8,41.8,39,40.05,40.8,41.95,5527,225131.5,29-Oct-20,142,INE199C01026,50
ADVENZYMES,EQ,311.4,327.85,308.1,317.75,319.9,313.45,312775,100334534.3,29-Oct-20,8748,INE837H01020,51
AEGISCHEM,EQ,213.25,218.05,209,215.85,216.5,213.2,132205,28242710.35,29-Oct-20,4835,INE208C01025,52
AFFLE,EQ,2575,2713.1,2502.2,2713.1,2713.1,2583.95,56341,149141897.8,29-Oct-20,8177,INE00WC01019,53
AGARIND,EQ,82.7,87.95,82.4,85.45,83.25,86.15,27825,2392473.2,29-Oct-20,101,INE204E01012,54
AGCNET,EQ,629.9,669.5,625,652.6,660,648.25,80502,52468029.05,29-Oct-20,4586,INE676A01019,55
AGRITECH,EQ,28.85,28.9,28.1,28.1,28.1,28.2,2619,74447.15,29-Oct-20,54,INE449G01018,56
AGROPHOS,EQ,7.75,8.75,7.75,8.35,8.35,8.6,14883,123433.3,29-Oct-20,89,INE740V01019,57
AHLADA,SM,44,44,44,44,44,44.85,2000,88000,29-Oct-20,2,INE00PV01013,58
AHLEAST,EQ,135.95,136,133.25,133.5,133.4,134.85,82,10985.4,29-Oct-20,26,INE926K01017,59
AHLUCONT,EQ,218.5,219,214.25,214.85,215.2,218.3,6430,1388803.1,29-Oct-20,348,INE758C01029,60
AHLWEST,EQ,245,258,245,246.55,245,252.6,1070,270144.7,29-Oct-20,283,INE915K01010,61
AIAENG,EQ,1725.2,1746.9,1710,1718.2,1712,1753.55,7727,13359842.55,29-Oct-20,2168,INE212H01026,62
AIRAN,EQ,11.45,12.2,11.25,11.6,12,11.9,31667,371868.15,29-Oct-20,86,INE645W01026,63
AJANTPHARM,EQ,1603,1680,1602.05,1636.95,1640,1591.65,564480,927757357.6,29-Oct-20,30492,INE031B01049,64
AJMERA,EQ,85.8,86.45,82.5,83.25,83.2,85.35,44300,3718640.2,29-Oct-20,651,INE298G01027,65
AKASH,BE,250,250,237.5,243.25,249.8,250,198,47892.7,29-Oct-20,46,INE737W01013,66
AKG,SM,65.5,66,65.5,65.75,65.75,69.1,12000,789000,29-Oct-20,3,INE00Y801016,67
AKSHARCHEM,EQ,206.9,208.35,203.5,206.8,206.55,207.4,3767,777741.65,29-Oct-20,430,INE542B01011,68
AKSHOPTFBR,EQ,5.35,5.5,5.3,5.4,5.4,5.5,136679,735467.8,29-Oct-20,180,INE523B01011,69
AKZOINDIA,EQ,1985,2019.45,1950,1981.2,1992,1978.35,8726,17374518.55,29-Oct-20,1918,INE133A01011,70
ALANKIT,EQ,15.95,16.2,14.55,15.6,15.55,16.05,80253,1246680.2,29-Oct-20,342,INE914E01040,71
ALBERTDAVD,EQ,386,394.55,385,388.7,389.1,389.9,6778,2630585.35,29-Oct-20,508,INE155C01010,72
ALCHEM,EQ,4.7,4.7,4.4,4.5,4.5,4.55,9706,43913.6,29-Oct-20,93,INE964B01033,73
ALEMBICLTD,EQ,93.9,94.2,92.5,93,93,94.25,193428,18050444.6,29-Oct-20,3038,INE426A01027,74
ALICON,EQ,312.95,317.85,305,309.75,310,312.95,1383,428461.75,29-Oct-20,118,INE062D01024,75
ALKALI,EQ,46.95,47.2,45.95,46.35,46.55,46.45,7387,342419.15,29-Oct-20,237,INE773I01017,76
ALKEM,EQ,2660.7,2717.95,2638,2670.8,2672,2685.35,76169,204636090.1,29-Oct-20,10619,INE540L01014,77
ALKYLAMINE,EQ,3029.9,3030,2916.25,2962.15,2969.85,3011.2,24644,73416788.15,29-Oct-20,4808,INE150B01021,78
ALLCARGO,EQ,119.55,121.05,118.4,119.9,119,119.6,78124,9331039.15,29-Oct-20,1030,INE418H01029,79
ALLSEC,EQ,243.15,260,243.1,252.35,249,250,3997,998995.8,29-Oct-20,227,INE835G01018,80
ALMONDZ,EQ,12.8,12.9,12,12.9,12.9,11.75,48150,612976.25,29-Oct-20,270,INE326B01027,81
ALOKINDS,EQ,21.5,21.75,21.2,21.4,21.45,21.95,5166615,110924304.2,29-Oct-20,8430,INE270A01029,82
ALPA,EQ,38,39.1,37.05,38.1,38,39,197358,7408707.5,29-Oct-20,896,INE385I01010,83
ALPHAGEO,EQ,149.15,151.9,148.05,149.95,150.25,151.8,6685,1001463.65,29-Oct-20,272,INE137C01018,84
ALPSINDUS,EQ,1.15,1.15,1.05,1.05,1.05,1.15,1600,1730,29-Oct-20,3,INE093B01015,85
AMARAJABAT,EQ,743.9,748,731.1,743.05,743.95,745.8,771046,570001938.5,29-Oct-20,29924,INE885A01032,86
AMBER,EQ,2116.4,2225,2081.45,2197.7,2197,2158.75,212901,462691102.3,29-Oct-20,24784,INE371P01015,87
AMBIKCO,EQ,705,705,670,678.35,671.15,711.9,9893,6813841.05,29-Oct-20,886,INE540G01014,88
AMBUJACEM,EQ,250.5,255,248.7,254,254.3,251.8,4794371,1207600043,29-Oct-20,42491,INE079A01024,89
AMDIND,EQ,15.8,16.3,14.8,16.05,15.75,16,722,11452.55,29-Oct-20,47,INE005I01014,90
AMJLAND,EQ,21.85,21.9,20.8,21.3,21.9,21.65,11806,252610.05,29-Oct-20,64,INE606A01024,91
AMJUMBO,SM,12.9,12.9,12.7,12.7,12.7,12.4,16000,204800,29-Oct-20,2,INE749Y01014,92
AMRUTANJAN,EQ,412,412,406.55,408.9,410.9,413.5,17986,7367924.35,29-Oct-20,1801,INE098F01031,93
ANANTRAJ,EQ,18,18.2,17.3,17.95,18.2,18.2,74141,1319032.85,29-Oct-20,406,INE242C01024,94
ANDHRACEMT,EQ,5,5,4.8,4.9,4.9,5,85723,418454.15,29-Oct-20,280,INE666E01012,95
ANDHRAPAP,EQ,184.6,186.85,180,183.8,183.3,184.25,11164,2052521.2,29-Oct-20,647,INE435A01028,96
ANDHRSUGAR,EQ,279.1,282.4,273,275.25,275,281.75,29332,8128189.3,29-Oct-20,1170,INE715B01013,97
ANGELBRKG,EQ,300,329.95,296.95,325.75,325,315.85,1977364,634485542.3,29-Oct-20,44288,INE732I01013,98
ANIKINDS,EQ,11.9,12,11.05,11.4,11.4,12.05,16471,188446.35,29-Oct-20,101,INE087B01017,99
ANKITMETAL,BE,0.85,0.9,0.8,0.9,0.9,0.85,111177,97952.05,29-Oct-20,38,INE106I01010,100
ANSALAPI,EQ,4.25,4.35,3.95,4.1,4.1,4.15,97023,402355.6,29-Oct-20,207,INE436A01026,101
ANSALHSG,EQ,3.9,3.95,3.8,3.85,3.9,3.9,10247,39562.05,29-Oct-20,25,INE880B01015,102
ANUP,EQ,596.05,604,585,587.4,586.5,595.05,5726,3376623,29-Oct-20,768,INE294Z01018,103
APARINDS,EQ,289.4,289.4,283,285.5,284.5,287.95,5131,1465178.9,29-Oct-20,610,INE372A01015,104
APCL,EQ,212.9,212.9,205.05,207.25,207,214.25,61425,12764416.15,29-Oct-20,1909,INE071F01012,105
APCOTEXIND,EQ,163.9,166.8,156,157.9,156.65,160.75,354090,57413852.9,29-Oct-20,7023,INE116A01032,106
APEX,EQ,256.95,256.95,251,252.75,252.65,256.05,31549,8002879.75,29-Oct-20,986,INE346W01013,107
APLAPOLLO,EQ,3200,3214.95,3060.05,3099.85,3088,3129.8,215950,682809542.4,29-Oct-20,11543,INE702C01019,108
APLLTD,EQ,950,982.35,942.2,970.1,970,963.2,244510,237165912.1,29-Oct-20,23567,INE901L01018,109
APOLLO,EQ,105.25,106.95,104.15,104.75,104.95,106.1,30647,3233890.3,29-Oct-20,780,INE713T01010,110
APOLLOHOSP,EQ,2077.9,2100,2061,2085.85,2085.1,2079.3,606805,1264016751,29-Oct-20,41800,INE437A01024,111
APOLLOPIPE,EQ,445,475,440.1,466.35,460,450.5,102414,47664205.15,29-Oct-20,4724,INE126J01016,112
APOLLOTYRE,EQ,141.8,143.65,139,143,142.15,143.2,5001637,706493975,29-Oct-20,32459,INE438A01022,113
APOLSINHOT,EQ,590,620,583.45,606.5,605.9,574.6,14942,9127548.2,29-Oct-20,1089,INE451F01024,114
APTECHT,EQ,115.3,115.3,112.45,113.35,113.3,115.3,71708,8163295.35,29-Oct-20,1871,INE266F01018,115
ARCHIDPLY,EQ,23,23.6,23,23,23,23.55,9627,223447.4,29-Oct-20,125,INE877I01016,116
ARCHIES,EQ,11.9,12.3,11.65,12.05,11.85,11.85,7787,93721.2,29-Oct-20,56,INE731A01020,117
ARCOTECH,BE,2,2,1.9,2,2,1.95,46818,91979.2,29-Oct-20,36,INE574I01035,118
ARENTERP,EQ,10.5,10.5,9.3,10.2,10.2,10.15,3944,39107.25,29-Oct-20,22,INE610C01014,119
ARIES,EQ,80.9,81.05,77.55,79.3,79.5,79.5,15413,1228581.4,29-Oct-20,269,INE298I01015,120
ARIHANT,EQ,15.7,15.7,15.7,15.7,15.7,16.35,5,78.5,29-Oct-20,1,INE413D01011,121
ARIHANTSUP,EQ,21.15,21.15,19.15,20.7,21.1,20.15,844,16802.2,29-Oct-20,40,INE643K01018,122
ARMANFIN,EQ,546.25,560.65,535.1,545.05,543,546.25,3206,1740040.4,29-Oct-20,451,INE109C01017,123
AROGRANITE,EQ,30.05,30.05,29,29.45,29.3,30.15,20101,591665.1,29-Oct-20,259,INE210C01013,124
ARROWGREEN,EQ,48.15,48.55,48.1,48.35,48.1,48.7,6547,317498.8,29-Oct-20,41,INE570D01018,125
ARSHIYA,BE,14,14.25,13.65,13.8,13.8,14.35,3052,41993.95,29-Oct-20,30,INE968D01022,126
ARSSINFRA,EQ,12.25,12.3,11.75,11.9,12,12,33683,402567.55,29-Oct-20,99,INE267I01010,127
ARTEMISMED,EQ,167.7,167.7,160.35,162,162,165.55,238,38982,29-Oct-20,41,INE025R01013,128
ARVIND,EQ,34,35.55,33.4,34.4,34.15,34.1,2681829,91734619.55,29-Oct-20,10303,INE034A01011,129
ARVINDFASN,EQ,123,124.55,122.5,123.65,124.55,124.1,71604,8838610.6,29-Oct-20,1287,INE955V01021,130
ARVSMART,EQ,85,90.3,85,88.5,88.6,86.75,59228,5237358.35,29-Oct-20,1168,INE034S01021,131
ASAHIINDIA,EQ,224.1,226,218.1,224.8,225,226.1,31317,6964058.6,29-Oct-20,1163,INE439A01020,132
ASAHISONG,EQ,220,220,212.5,213.55,213.5,220,38038,8208506.6,29-Oct-20,854,INE228I01012,133
ASAL,EQ,20.8,21,20.5,20.65,20.5,21.25,699,14412.6,29-Oct-20,11,INE900C01027,134
ASALCBR,EQ,245,247.35,236.65,244.95,247,249.15,16997,4139670.05,29-Oct-20,763,INE073G01016,135
ASHAPURMIN,EQ,81.85,84.5,79.1,80.1,79.75,82.5,50788,4145539.7,29-Oct-20,583,INE348A01023,136
ASHIANA,EQ,74.15,75.85,74.15,75.1,74.95,75.55,21457,1614508.9,29-Oct-20,399,INE365D01021,137
ASHIMASYN,BE,7.2,7.85,7.15,7.3,7.85,7.5,68935,502812.6,29-Oct-20,75,INE440A01010,138
ASHOKA,EQ,61.45,61.45,60.1,60.55,60.9,62,299113,18177392.7,29-Oct-20,3102,INE442H01029,139
ASHOKLEY,EQ,78.8,81.2,78.3,80.35,80.3,80.3,33599357,2687191692,29-Oct-20,66915,INE208A01029,140
ASIANHOTNR,EQ,51.75,52.65,50,51.3,51.2,51.65,2086,106774.05,29-Oct-20,110,INE363A01022,141
ASIANPAINT,EQ,2162,2233.25,2161.1,2225.45,2222,2159.55,4795796,10588529664,29-Oct-20,200462,INE021A01026,142
ASIANTILES,EQ,270,280,267.15,279.4,279.9,274.05,178338,49165569.95,29-Oct-20,2088,INE022I01019,143
ASPINWALL,EQ,123.35,123.35,112.65,115.95,113.05,121,1883,220591.85,29-Oct-20,50,INE991I01015,144
ASTEC,EQ,1090.05,1112,1077,1089.45,1100,1111.7,66762,73234463.35,29-Oct-20,4290,INE563J01010,145
ASTERDM,EQ,137,139.5,132.3,137.9,136.1,137.45,150665,20424875,29-Oct-20,5444,INE914M01019,146
ASTRAL,EQ,1091.35,1144,1076.95,1127.85,1132,1120.75,47805,53047701.3,29-Oct-20,4892,INE006I01046,147
ASTRAMICRO,EQ,105.05,107.65,105.05,106.4,106.4,106.95,126743,13510536.75,29-Oct-20,1522,INE386C01029,148
ASTRAZEN,EQ,4375,4438.95,4210.25,4370.9,4400.3,4406.4,27027,118081821.3,29-Oct-20,6840,INE203A01020,149
ASTRON,EQ,46.2,47.5,45.6,46.7,46.25,47.3,8978,417667.7,29-Oct-20,183,INE646X01014,150
ATFL,EQ,733.2,733.25,714,721.05,723.95,738.15,5477,3947480.35,29-Oct-20,933,INE209A01019,151
ATLANTA,EQ,7.15,7.35,6.65,6.75,6.85,7.15,24340,170461.65,29-Oct-20,123,INE285H01022,152
ATLASCYCLE,BE,42.85,42.85,40.4,40.5,40.5,42.5,7536,306090.6,29-Oct-20,78,INE446A01025,153
ATUL,EQ,6119,6119,6010.1,6082.75,6078,6140.35,12588,76487941.3,29-Oct-20,3888,INE100A01010,154
ATULAUTO,EQ,156.5,157.1,153.25,155.8,156.5,157.1,43059,6682378.3,29-Oct-20,2038,INE951D01028,155
AUBANK,EQ,797,809,772.95,782.85,776.45,799.35,372963,294877743.9,29-Oct-20,15333,INE949L01017,156
AURIONPRO,EQ,75,76,71.5,74,73.7,74.25,14204,1058111.15,29-Oct-20,366,INE132H01018,157
AUROPHARMA,EQ,775,781.35,756.1,767.65,768,776.3,2297196,1764476560,29-Oct-20,57867,INE406A01037,158
AUSOMENT,EQ,50.25,50.25,47.45,49,49,50.25,2094,102316.25,29-Oct-20,64,INE218C01016,159
AUTOAXLES,EQ,704,704,686.5,696.3,695.25,704.85,24879,17391098.5,29-Oct-20,697,INE449A01011,160
AUTOIND,EQ,28,28.85,27.25,28,28.6,28.25,10335,288499,29-Oct-20,116,INE718H01014,161
AUTOLITIND,EQ,18.05,19,18,18.25,18.5,18.4,2485,45120.4,29-Oct-20,74,INE448A01013,162
AVADHSUGAR,EQ,184,187.95,180.5,185.9,185,185.05,35113,6498026.55,29-Oct-20,932,INE349W01017,163
AVANTIFEED,EQ,485,487.65,479.15,484.5,486,491.75,121443,58860881.4,29-Oct-20,6960,INE871C01038,164
AVTNPL,EQ,43.95,44.65,43.35,43.8,44,43.9,49428,2166359.15,29-Oct-20,348,INE488D01021,165
AXISBANK,EQ,506,516.35,489.35,493.85,493.25,504.7,50934761,25571761086,29-Oct-20,462493,INE238A01034,166
AXISCADES,EQ,47,47,41,42.1,42,44.5,88859,3817183.9,29-Oct-20,892,INE555B01013,167
AXISGOLD,EQ,44.35,45,44.1,44.7,44.25,45.2,99364,4406035.75,29-Oct-20,688,INF846K01W80,168
AXISNIFTY,EQ,120.82,121.93,120.13,121.23,121.24,121.69,2144,259480.91,29-Oct-20,67,INF846K01W98,169
AYMSYNTEX,EQ,28.75,29.1,26.75,28,28.1,29.5,65062,1820301.7,29-Oct-20,348,INE193B01039,170
BAFNAPH,BE,109,109.95,105.55,109.95,109.95,104.75,5165,563451.95,29-Oct-20,67,INE878I01022,171
BAGFILMS,EQ,2.5,2.5,2.35,2.45,2.5,2.45,28107,68326.95,29-Oct-20,51,INE116D01028,172
BAJAJ-AUTO,EQ,2918.95,2934,2885,2925.35,2921.1,2944.05,714821,2083199128,29-Oct-20,36407,INE917I01010,173
BAJAJCON,EQ,182.3,187.6,179.4,186.9,187.05,184.1,217681,40446039.6,29-Oct-20,7243,INE933K01021,174
BAJAJELEC,EQ,485.95,498.3,480.4,491.45,491,488,172353,84825376.45,29-Oct-20,8094,INE193E01025,175
BAJAJFINSV,EQ,5640,5688,5607.2,5623.95,5615,5642.35,980842,5536398884,29-Oct-20,55923,INE918I01018,176
BAJAJHIND,EQ,4.75,4.8,4.7,4.7,4.75,4.75,1075807,5104344.25,29-Oct-20,836,INE306A01021,177
BAJAJHLDNG,EQ,2256.8,2280.9,2228.35,2269.1,2272.95,2279.5,21363,48334943.9,29-Oct-20,5612,INE118A01012,178
BAJFINANCE,EQ,3367.8,3432,3333.75,3380.05,3375,3370.8,3780452,12779132979,29-Oct-20,156011,INE296A01024,179
BALAJITELE,EQ,61,63,60.4,62.35,62.9,62.15,35635,2211346.95,29-Oct-20,536,INE794B01026,180
BALAMINES,EQ,870,887,855,862,862,844.75,533631,464666577.7,29-Oct-20,22183,INE050E01027,181
BALAXI,BE,893,893,809,873.1,880,851.25,4171,3645343.2,29-Oct-20,337,INE618N01014,182
BALKRISHNA,EQ,12,13,11.8,12.3,12.3,12.3,6999,89555.8,29-Oct-20,46,INE875R01011,183
BALKRISIND,EQ,1315,1351.4,1315,1343.05,1337.35,1341.9,574905,767004280.7,29-Oct-20,18422,INE787D01026,184
BALLARPUR,BE,1.15,1.2,1.15,1.15,1.2,1.15,895974,1064035.55,29-Oct-20,335,INE294A01037,185
BALMLAWRIE,EQ,100,102.1,99.05,101,101.75,100.25,89825,9017701.3,29-Oct-20,1512,INE164A01016,186
BALPHARMA,BE,56.25,56.3,55.85,55.85,55.85,58.75,28956,1618891.2,29-Oct-20,283,INE083D01012,187
BALRAMCHIN,EQ,160,167,157.1,164.45,163.7,162.2,1693225,276186537.9,29-Oct-20,29295,INE119A01028,188
BANARBEADS,EQ,57.05,59.35,55,55.05,55,58,6413,363050.85,29-Oct-20,119,INE655B01011,189
BANARISUG,EQ,1305,1315,1300,1301.6,1307,1300.3,812,1056992.9,29-Oct-20,55,INE459A01010,190
BANCOINDIA,EQ,91.65,92.5,89.5,90.9,91.2,91.85,97312,8841908.4,29-Oct-20,1791,INE213C01025,191
BANDHANBNK,EQ,287.3,294.45,279,293.25,294.15,288.95,10359438,2963993855,29-Oct-20,117174,INE545U01014,192
BANG,EQ,20,20.5,19.45,20.2,20.25,20.35,2864,57116.3,29-Oct-20,48,INE863I01016,193
BANKA,EQ,34.75,34.75,34.75,34.75,34.75,33.1,37,1285.75,29-Oct-20,7,INE862Y01015,194
BANKBARODA,EQ,41.75,43.45,41.05,42.95,42.75,42,37139036,1561834044,29-Oct-20,59907,INE028A01039,195
BANKBEES,EQ,247,247,239.8,242.44,242.7,243.77,794652,192348442.7,29-Oct-20,9532,INF204KB15I9,196
BANKINDIA,EQ,39.1,39.4,38.75,38.95,38.9,39.55,902115,35244087.6,29-Oct-20,3990,INE084A01016,197
BANSWRAS,EQ,73,75.95,71.6,72.55,73,75.05,10909,793811.2,29-Oct-20,429,INE629D01012,198
BARTRONICS,BZ,1.8,1.8,1.75,1.75,1.75,1.8,1468,2620.5,29-Oct-20,12,INE855F01034,199
BASF,EQ,1379.85,1399,1335.8,1358.75,1363,1383.4,20430,28050429.35,29-Oct-20,2522,INE373A01013,200
BASML,EQ,86.1,86.3,85.5,85.6,85.5,86.55,949,81490.45,29-Oct-20,40,INE186H01014,201
BATAINDIA,EQ,1312.95,1319.85,1292.35,1303.45,1303,1324.8,464152,605951430.9,29-Oct-20,21713,INE176A01028,202
BAYERCROP,EQ,5341,5382.95,5290.1,5368.6,5375.25,5353,11388,60719892.85,29-Oct-20,3666,INE462A01022,203
BBL,EQ,696.05,704.9,679.4,687.4,681.5,696.05,5203,3602793.7,29-Oct-20,549,INE464A01028,204
BBTC,EQ,1206,1219.8,1185.7,1199.05,1204,1212.3,24153,29047326.3,29-Oct-20,3912,INE050A01025,205
BCG,EQ,5.25,5.3,5,5.1,5.1,5.25,2239372,11405013.15,29-Oct-20,1244,INE425B01027,206
BCP,EQ,5.4,5.45,4.85,5.05,5.15,5.15,219149,1116539.3,29-Oct-20,269,INE905P01028,207
BDL,EQ,293.15,293.95,288.25,291.95,291.55,294.95,86662,25232412.1,29-Oct-20,4903,INE171Z01018,208
BEARDSELL,BE,8.45,8.5,8.45,8.45,8.45,8.1,2543,21599.35,29-Oct-20,11,INE520H01022,209
BEDMUTHA,BE,18.9,19.8,18.9,19.75,19.75,19.8,243,4597.85,29-Oct-20,6,INE844K01012,210
BEL,EQ,87.65,88.9,86.35,86.65,86.75,88.25,5605585,488715956.9,29-Oct-20,26896,INE263A01024,211
BEML,EQ,608,619.9,608,615.6,613,619.35,90274,55450648.85,29-Oct-20,3987,INE258A01016,212
BEPL,EQ,80.25,83.95,79.5,82.1,82.15,81.45,297505,24485762.85,29-Oct-20,2585,INE922A01025,213
BERGEPAINT,EQ,605,635.45,601,630,632.05,606.5,3481648,2159992376,29-Oct-20,47623,INE463A01038,214
BETA,SM,117.5,117.5,117.5,117.5,117.5,118,2400,282000,29-Oct-20,1,INE351Y01019,215
BFINVEST,EQ,269.8,269.9,262.1,264.3,264.8,268.55,7646,2030650.8,29-Oct-20,365,INE878K01010,216
BFUTILITIE,EQ,240,243.25,238,239.15,239,243.85,106839,25676397.75,29-Oct-20,2777,INE243D01012,217
BGRENERGY,EQ,32.65,33.4,31.5,32.2,32.85,32.65,78686,2540708.25,29-Oct-20,771,INE661I01014,218
BHAGERIA,EQ,126.9,129.3,126.1,127.05,127.95,127.2,6014,765588.25,29-Oct-20,356,INE354C01027,219
BHAGYANGR,EQ,17,17.75,16.2,16.85,17.45,17.25,12799,217859.05,29-Oct-20,40,INE458B01036,220
BHAGYAPROP,EQ,23.3,23.5,23.3,23.35,23.35,22.75,2783,65255.65,29-Oct-20,9,INE363W01018,221
BHANDARI,EQ,1.1,1.15,1.1,1.15,1.15,1.1,108701,122983.6,29-Oct-20,115,INE474E01029,222
BHARATFORG,EQ,452.05,458.85,447.25,454.95,454.95,460.05,1587359,720159563.6,29-Oct-20,27355,INE465A01025,223
BHARATGEAR,EQ,51.45,51.45,49.2,49.25,49.2,49.9,8579,424962.3,29-Oct-20,236,INE561C01019,224
BHARATRAS,EQ,8589,8713.8,8579.45,8623.45,8616,8656,1381,11922360.3,29-Oct-20,645,INE838B01013,225
BHARATWIRE,EQ,23.9,23.9,23,23.1,23.3,23.8,3587,83632.5,29-Oct-20,37,INE316L01019,226
